일련번호,주소,썸네일,제목,내용,제목_키워드,태그2,태그3,작성일,작성자
150,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/254914,https://www.itworld.co.kr/files/itworld/ITW_202209_01/GettyImages-1033094068.300x240.jpg,커리어 로드맵 : 클라우드 엔지니어,"많은 기업에서 클라우드로의 전환이 갑작스럽게, 그리고 전방위적으로 일어났고, 그 결과 IT 부서에는 클라우드 기술력의 공백이 발생했다. 클라우드 엔지니어에 대한 수요가 높을 수밖에 없는 이유이다.

리크루팅 기업 로버트 하프(Robert Half)는 ...",클라우드엔지니어,경력관리,커리어,2022.09.15,Serdar Yegulalp
151,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/255490,https://www.itworld.co.kr/files/itworld/ITW_202209_02/0919_u_robot.300x240.jpg,"유니버설 로봇, “제조업 젊은 인재 양성한다” 아산스마트팩토리마이스터고등학교와 산학협력 체결","유니버설 로봇(Universal Robots)이 아산스마트팩토리마이스터고등학교와 숙련된 전문 기술인재 양성 및 취업 지원을 위한 산학협력 협약을 체결했다고 밝혔다.
?


이번 협약을 통해 유니버설 로봇은 고교의 인력과 시설 등 기술개발 자원...",유니버설 로봇,,,2022.09.19,Anirban Ghoshal
152,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/255598,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-1150771767.300x240.jpg,"고 개발자 26% ""제네릭을 이미 코드에 사용하고 있다""",고(Go) 개발자 설문조사 결과에 따르면 전체 응답자의 4분의 1 이상이 이미 ‘제네릭(Generics)’을 사용하고 있다.?지난 3월 고 프로그래밍 언어에 추가된 제네릭이 빠르게 채택되고 있다. 이는 9월 8일 발표된 ‘고 개발자 설문조사 ...,고 언어,고랭,제네릭,2022.09.20,Adam Bellemare
153,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256054,https://www.itworld.co.kr/files/itworld/ITW_202209_02/Blitz_js_explainer.300x240.jpg,예시로 살펴보는 넥스트JS용 풀스택 프레임워크 ‘블리츠JS’,블리츠JS(Blitz.js)는 리액트(React)와 넥스트JS(Next.js)를 기반으로 구축된 자바스크립트 프레임워크다. 블리츠JS는 다른 기술과 구별되는 뚜렷한 철학이 있는 풀스택 프레임워크다. 특히 제로(zero)-API 접근법을 추구하는 특징이...,리액트,넥스트JS,블리츠JS,2022.09.21,Aurore Bonny?
154,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/255940,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-1409790596.300x240.jpg,‘개발자 성장’을 이끄는 IT 리더의 6가지 행동,"모두가 그런 건 아니겠지만 개발자들은 까다롭고 급격한 변화를 꺼리기로 악명 높다. 완료할 때까지 또는 만족스러울 때까지 일을 계속하는 경향도 있다. 그렇다면 IT 리더가 해야 할 일은 무엇일까? 여기서는 무엇이 개발자에게 동기를 부여하고, 혼란을 주는...",프로그래머,개발자,IT 리더,2022.09.21,Serdar Yegulalp
155,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256360,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-166160844.300x240.jpg,CI/CD 파이프라인을 보호하는 모범 사례 5가지,"엔지니어의 사고는 문제 이해하기, 해결책 만들기, 그리고 프로덕션 환경에 견고하고 안전한 구현을 배포할 방법 알아내기 순서로 흐른다.
?
일단 해결책이 구현된 이후 보안 모범 사례를 집어넣으면 복잡하고 자원이 많이 든다. ?또한 혁신...",AI옵스,보안자동화,CICD,2022.09.22,Nick Hodges
156,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256162,https://www.itworld.co.kr/files/itworld/ITW_202209_02/GettyImages-1419642241.300x240.jpg,"글로벌 칼럼 | SW 개방성 논쟁, 명분보다 실리가 중요하다",최근 영향력 있는 산업 분석가이자 전 애플 직원인 마이클 가텐버그는 “문자 생태계를 조금이라도 개방하는 게 애플의 이익에 부합한다. 수익성이 높아서가 아니라 모든 스마트폰 사용자를 위해 해야 할 바람직하기 때문이다”라고 말했다. 하지만 애플은 이 충고...,개방성,오픈소스,애플,2022.09.22,Paul Krill
157,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256648,https://www.itworld.co.kr/files/itworld/ITW_202209_02/GettyImages-147064031.300x240.jpg,"메타, ‘이머시브 러닝 아카데미’ 출범…증강 현실 기술 교육 프로그램 운영",메타(구 페이스북)가 메타버스 크리에이터와 개발자 등 업계 관계자들이 메타버스를 구축하고 보다 몰입감 있는 3D 경험을 통해 새로운 기회와 아이디어를 선보일 수 있도록 ‘이머시브 러닝 아카데미(Immersive Learning Academy)’를 출범...,메타,증강현실,이머시브,2022.09.23,Josh Fruhlinger
158,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256390,https://www.itworld.co.kr/files/itworld/ITW_202209_02/0923_Immersive%20Learning%20Academy.300x240.300x240.jpg,“목표는 C++ 현대화” 새 컴파일러 ‘Cpp프론트’ 공개,"‘Cpp프론트(Cppfront)’는 유서 깊은 프로그래밍 언어인 C++를 ‘10배 더 간단하고, 안전하며, 도구를 사용하기 쉽게’ 만드는 대체 C++ 구문용 실험적 컴파일러다.?
?


C++ 언어가 ‘Cpp프론트’라는 제안에 따라 ...",C++,프로그래밍 언어,개발 언어,2022.09.23,Matthew Tyson
159,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/257050,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-1404288801.300x240.jpg,‘자바스크립트의 아버지’ 브렌던 아이크가 전하는 코딩·웹3·암호화폐의 미래,"브렌던 아이크는 자바스크립트 프로그래밍 언어를 처음 창시한 사람으로 유명하다. 지금 브레이브 소프트웨어(Brave Software)의 창업자이자 CEO로 활동하면서, 브레이브 브라우저와 베이직 어텐션 토큰(Basic Attention Token)의 기...",자바스크립트,브렌던아이크,코딩,2022.09.26,Aurore Bonny?
160,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256678,https://www.itworld.co.kr/files/itworld/ITW_202209_02/website_future_interview_01.300x240.jpg,블로그 | 클라우드에서 데브옵스가 무너지는 이유,"데브옵스는 애플리케이션 개발 생산성을 위해서는 언제는 옳은가? 그렇다고 생각한다면, 다시 생각해 보기 바란다. 툴과 인력이 없으면, 클라우드 개발은 금방 무너지고 만다.

화요일 아침, 일일 스크럼 미팅을 위해 줌 화상회의 중이다. 진척 상황에 대한 ...",데브옵스,엔지니어,복잡성,2022.09.26,Anirban Ghoshal
161,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/258112,https://www.itworld.co.kr/files/itworld/ITW_202210_01/bun_javascript.300x240.jpg,“제 2의 노드JS 노린다” 오픈소스 런타임 환경 ‘번’이란?,"노드JS(node.js)와 데노(Deno)의 새로운 경쟁자가 등장했다. 자바스크립트 및 타입스크립트의 런타임 기술인 ‘번(Bun)’이 그 주인공이다.?
?


베타 버전으로 공개된 번은 노드JS나 데노와 유사한 역할을 하며, 번들러,...",노드JS,자바스크립트,런타임,2022.10.04,Isaac Sacolick
162,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/257896,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-1366757511.300x240.jpg,"""수십 년째 굳건하게"" C 언어가 왕좌 지키는 이유","‘C 언어’는 지난 1972년 개발된 이후 지금까지 전 세계에서 널리 사용되고 있으며, 소프트웨어 시대의 핵심적인 기본 구성요소로 군림하고 있다. 하지만 지난 수십 년 동안 새로운 언어가 많이 등장했다. 그중에는 노골적으로 C 언어의 아성에 도전한 언...",C 언어,C++,파이썬,2022.10.04,Simon Bisson
163,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259252,https://www.itworld.co.kr/files/itworld/ITW_202210_01/GettyImages-1217875553.300x240.jpg,"러스트 언어를 좋아하는 이유, 그리고 싫어하는 이유 7가지",요즘은 매일 새로운 프로그래밍 언어가 만들어지는 것 같다. 대부분 소프트웨어 개발자에게 필요한 이상으로 많은 프로그래밍 언어가 있다. 프로그래머는 번뜩이는 천재성으로 새롭고 멋진 뭔가를 만들기 시작한다. 그러나 많은 경우 틈새 언어가 되어 한 가지 고...,러스트,개발언어,컴파일러,2022.10.12,Neal Weinberg
164,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259516,https://www.itworld.co.kr/files/itworld/ITW_202210_01/1013_jet.300x240.PNG,"젯브레인, 차세대 IDE ‘플릿’ 테스트 버전 출시 ""누구나 다운로드 가능""","젯브레인이 차세대 IDE(Integrated Development Environment)인 플릿(Fleet)의 공개 테스트 버전을 출시했다. 지난해 11월, 플릿을 처음 발표한 이후 비공개 테스트 버전으로만 제공했지만, 이제 공개 테스트 버전으로 전환...",젯브레인,,,2022.10.13,Simon Bisson
165,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259504,https://www.itworld.co.kr/files/itworld/ITW_202210_01/GettyImages-1169648176.300x240.jpg,'지나치게 장밋빛'인 로우코드 플랫폼 구별하는 8가지 이상 신호,"로우코드 및 노코드 플랫폼을 사용하면 애플리케이션, 데이터베이스, 워크플로우, 통합, 사물인터넷 데이터 스트림, 데이터 시각화 등 다양한 기능을 구축할 수 있다. 스프레드시트를 교체하고, 기술적 부채를 줄이거나, 머신러닝을 실험하는 데 도움이 되는 다...",로우코드,노코드,디지털워크플로우,2022.10.13,Isaac Sacolick
166,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259684,https://www.itworld.co.kr/files/itworld/ITW_202210_01/GettyImages-918639624.300x240.jpg,MS 이그나이트 2022 : 개발 허브로 본격 거듭난 애저의 변화,이번주 마이크로소프트가 이그나이트 행사에서 발표한 애저의 변화는 인텔이 최근 초점을 맞추는 ‘개발자 클라우드’를 연상케 한다. 올해 진행된 이그나이트에서 마이크로소프트는 범위를 확장하고 있는 애저의 개발자 중심 도구를 자체 개발자 클라우드로 묘사하고 ...,마이크로소프트,이그나이트2022,애저,2022.10.14,Aurore Bonny?
167,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259936,https://www.itworld.co.kr/files/itworld/ITW_202210_01/best_cpp_library.300x240.jpg,C++개발자를 위한 최고의 라이브러리 12선,"C++는 범용 시스템 프로그래밍 언어로, 1979년에 설계돼 지금까지 40년 이상 사용되고 있다. 오랜 역사 동안 C++에 대한 열기는 식지 않고, 언제나 프로그래밍 언어 인기 순위에서 최상위권을 유지하고 있다.?C++ 생태계는 IDE, 편집...",c++,라이브러리,,2022.10.17,Paul Krill
168,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259888,https://www.itworld.co.kr/files/itworld/ITW_202210_01/1017_autoever.300x240.jpg,"현대오토에버, 10월 19일부터 신입·경력 공개 채용…“MZ 세대 면접위원 배치”","모빌리티 테크 기업 현대오토에버(www.hyundai-autoever.com)가 대규모 인재 채용을 진행한다고 밝혔다.
?


이번 채용은 ▲차량 전장/내비게이션SW ▲애플리케이션 개발/운영 ▲빅데이터/데이터분석/AI ▲클라우드/인프라 ▲ER...",현대오토에버,,,2022.10.17,Isaac Sacolick
169,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/260482,https://www.itworld.co.kr/files/ciokr/2022/10/p1240491-19-100715058-large%20(1).300x240.jpg,MS 이그나이트 행사의 신규 발표 요약 정리,"올해 이그나이트 행사는 직접 가거나, 아니면 웹을 통해 참석할 수 있다. 둘 중 어느 쪽이든 자세히 살펴볼 게 많다.?

마이크로소프트는 올해 이그나이트를 컨퍼런스라기보다 마케팅 프레젠테이션으로 취급하며, 윈도우 사용자는 물론 대기업과 네트워...",마이크로소프트,이그나이트,컨퍼런스,2022.10.19,Anirban Ghoshal
170,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/260902,https://www.itworld.co.kr/files/itworld/ITW_202210_02/GettyImages-1396304393.300x240.jpg,"""일만 하는 IT 부서?"" 생산성 증명하고 성과도 포장해야","코로나19와 재택근무 전환으로 IT에는 도전에 직면했다. 모든 기업이 재택이나 사무실 근무 직원을 관리할 때 생산성 및 성과 추적에 매달리게 된 것이다.

목표는 단순하다. 새로운 도구로 직원이 진짜 일을 하고 있는지 확인하는 것이다. 단순히 마이크로...",IT부서,원격근무,생산성툴,2022.10.24,Paul Krill
171,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/260788,https://www.itworld.co.kr/files/itworld/ITW_202210_02/Pin_spot_spotlight_against_dark.300x240.jpg,“누구나 자바 버전 및 오래된 앱 감지 쉽게” 자바 관리 서비스의 탐색 기능 공개,"오라클이 클라우드 기반 자바 관리 서비스(Java Management Service, JMS)에서 제공하는 탐색 기능을 누구나 이용할 수 있게 열어 두었다고 발표했다. 이전에는 오라클 자바 SE 구독자 또는 오라클 클라우드 인프라스트럭처(Oracle ...",자바,JMS,OCI,2022.10.24,Adam Bellemare
172,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/261250,https://www.itworld.co.kr/files/itworld/ITW_202210_02/GettyImages-1397876044.300x240.jpg,초고속 자바스크립트 프레임워크 '퀵'의 이해,"퀵(Qwik)은 리액티브 UI에 대한 과감한 발상의 전환이다. 핵심 전제는 HTML과 함께 최소한의 자바스크립트, 즉 필요에 따라 상호작용성을 구현하는 데 충분한 만큼의 자바스크립트를 제공하도록 프레임워크가 처음부터 새로 구축된다는 점이다. 퀵은 수화...",자바스크립트,퀵,Qwik,2022.10.26,Jon Udell
173,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/261568,https://www.itworld.co.kr/files/itworld/ITW_202210_02/20221027.300x240.png,"""1.25배 더 빨라졌다"" 파이썬 3.11의 주목할 신기능","파이썬 프로그래밍 언어의 새 버전은 연 단위로 나오는데, 상반기에는 기능 잠금(feature-locked) 상태의 베타가, 하반기에는 최종 버전이 출시된다. 최신 버전은 얼마 전에 나온 파이썬 3.11이다. 개발자는 프로덕션과 무관한 환경에서 최신 버...",파이썬,파이썬 3.11,Python,2022.10.27,Matthew Tyson
174,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/262420,https://www.itworld.co.kr/files/itworld/ITW_202211_01/GettyImages-1340406125.300x240.jpg,"""마침내 약속 지켰다"" MS, '엔드투엔드' ARM 개발 환경 공개","오래 걸리긴 했지만 마이크로소프트가 마침내 ARM 기반 윈도우를 위한 일체의 개발자 툴 모음을 제공한다는 약속을 지켰다. 하드웨어부터 소프트웨어까지, ARM 전용 플랫폼 기능에 대한 지원도 포함된다. 시기적으로도 딱 맞다. 최신 세대의 서피스(Surf...",ARM,,,2022.11.01,Charlotte Trueman
175,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/263104,https://www.itworld.co.kr/files/ciokr/2022/11/GettyImages-1368001929.300x240.jpg,웹어셈블리(Wasm)가 클라우드 컴퓨팅의 미래인 이유,"서버에서든 엣지에서든 ‘웹어셈블리(WebAssembly; Wasm)’를 사용하면 이전보다 데이터에 훨씬 더 가깝게 실행되는 사용자 정의 로직을 생성할 수 있다. 아울러 더욱 더 유연하고 안전하며 효율적으로 수행할 수도 있다.?

웹어셈블리(W...",웹어셈블리,Wasm,클라우드,2022.11.04,Serdar Yegulalp
176,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/263050,https://www.itworld.co.kr/files/itworld/ITW_202211_01/Typescript_nov.300x240.jpg,"타입스트립트 4.9 버전, 타입 오류 자동으로 수정하는 기능 추가","마이크로소프트가 타입스크립트 4.9 버전에 ‘새티스파이(satisfies)’ 연산자를 새로 지원하고 코딩 에러를 잡아주는 기능을 추가했다고 밝혔다.?
?


새티스파이스 연산자는 표현식에 따로 영향을 주지 않은 상태에서, 타입이 알맞...",오픈소스,타입스크립트,자바스크립트,2022.11.04,Matt Asay
177,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/263362,https://www.itworld.co.kr/files/itworld/ITW_202211_01/java_virtual_threads_01.300x240.jpg,자바 동시성에 대한 새로운 접근 ‘가상 쓰레드’,"자바 19에서 가장 눈에 띄는 변화는 가상 쓰레드다. 가상 쓰레드는 '프로젝트 룸(Project Loom)’의 일부로 개발됐으며, 자바 19에서 프리뷰 형태로 공개된다.
?

?

가상 쓰레드의 작동 방식?
가상 쓰레드는 운...",자바19,가상스레드,동시성,2022.11.07,Aurore Bonny?
178,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/263392,https://www.itworld.co.kr/files/itworld/ITW_202211_01/GettyImages-1418708754.300x240.jpg,"""정리 해고는 가장 쉬운 선택지"" 메타·트위터에 닥친 인원 감축 칼날","페이스북과 인스타그램, 와츠앱의 모기업 메타가 수천 명의 직원을 해고할 예정이라고 월 스트리트 저널이 보도했다. 페이스북과 인스타그램 성과가 저조한 가운데 메타의 시장 가치 800억 달러가 증발하고, 주가가 연초의 30% 가까이 폭락한 이후 내린 조치...",정리해고,인원감축,페이스북,2022.11.08,Neal Weinberg
